comparable_boundary_group_id	mapping_method	mapping_status	group_n_species	group_species_coverage	group_msa_column	run_id	species_id	scientific_name	protein_id	transcript_id	boundary_id	left_exon_id	right_exon_id	exon_transition	native_protein_position	msa_column	msa_mapping_status	nearest_domain_instance_id	nearest_domain_accession	nearest_domain_label	nearest_edge	nearest_edge_position	signed_distance	absolute_distance	boundary_class	domain_annotation_available	mapping_confidence	review_reason
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	felis_catus	Felis catus	XP_044896695.1	XM_045040760.1	XP_044896695.1:E9_E10	XP_044896695.1:exon9	XP_044896695.1:exon10	E9 → E10	500	722	mapped	IPR001245:456-789	IPR001245	kinase	start	456	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	bos_taurus	Bos taurus	XP_059737724.1	XM_059881741.1	XP_059737724.1:E9_E10	XP_059737724.1:exon9	XP_059737724.1:exon10	E9 → E10	500	722	mapped	IPR001245:456-789	IPR001245	kinase	start	456	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	sus_scrofa	Sus scrofa	XP_084849197.1	XM_084993071.1	XP_084849197.1:E9_E10	XP_084849197.1:exon9	XP_084849197.1:exon10	E9 → E10	500	722	mapped	IPR001245:456-780	IPR001245	kinase	start	456	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	equus_caballus	Equus caballus	XP_014588430.1	XM_014732944.3	XP_014588430.1:E10_E11	XP_014588430.1:exon10	XP_014588430.1:exon11	E10 → E11	550	722	mapped	IPR001245:506-839	IPR001245	kinase	start	506	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	ovis_aries	Ovis aries	XP_060260490.1	XM_060404507.1	XP_060260490.1:E9_E10	XP_060260490.1:exon9	XP_060260490.1:exon10	E9 → E10	500	722	mapped	IPR001245:456-789	IPR001245	kinase	start	456	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XM_056803264.1	XP_056659242.1:E9_E10	XP_056659242.1:exon9	XP_056659242.1:exon10	E9 → E10	499	722	mapped	IPR001245:455-788	IPR001245	kinase	start	455	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XM_029080811.2	XP_028936644.1:E9_E10	XP_028936644.1:exon9	XP_028936644.1:exon10	E9 → E10	499	722	mapped	IPR001245:455-788	IPR001245	kinase	start	455	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	gallus_gallus	Gallus gallus	NP_990650.2	NM_205319.4	NP_990650.2:E9_E10	NP_990650.2:exon9	NP_990650.2:exon10	E9 → E10	502	722	mapped	IPR001245:458-791	IPR001245	kinase	start	458	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XM_072931308.1	XP_072787409.1:E10_E11	XP_072787409.1:exon10	XP_072787409.1:exon11	E10 → E11	550	722	mapped	IPR001245:506-839	IPR001245	kinase	start	506	44	44	inside_domain	True	0.5	
CBG23	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	722	example	alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XM_006266126.4	XP_006266188.1:E9_E10	XP_006266188.1:exon9	XP_006266188.1:exon10	E9 → E10	502	722	mapped	IPR001245:458-791	IPR001245	kinase	start	458	44	44	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	pan_troglodytes	Pan troglodytes	XP_054516514.1	XM_054660539.2	XP_054516514.1:E10_E11	XP_054516514.1:exon10	XP_054516514.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-789	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	macaca_mulatta	Macaca mulatta	XP_077803775.1	XM_077947649.1	XP_077803775.1:E10_E11	XP_077803775.1:exon10	XP_077803775.1:exon11	E10 → E11	539	763	mapped	IPR001245:454-787	IPR001245	kinase	start	454	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XM_078346639.1	XP_078202765.1:E10_E11	XP_078202765.1:exon10	XP_078202765.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-789	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XM_063281079.1	XP_063137149.1:E10_E11	XP_063137149.1:exon10	XP_063137149.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-789	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XM_070056995.1	XP_069913096.1:E10_E11	XP_069913096.1:exon10	XP_069913096.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-789	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	felis_catus	Felis catus	XP_044896695.1	XM_045040760.1	XP_044896695.1:E10_E11	XP_044896695.1:exon10	XP_044896695.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-789	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	bos_taurus	Bos taurus	XP_059737724.1	XM_059881741.1	XP_059737724.1:E10_E11	XP_059737724.1:exon10	XP_059737724.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-789	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	sus_scrofa	Sus scrofa	XP_084849197.1	XM_084993071.1	XP_084849197.1:E10_E11	XP_084849197.1:exon10	XP_084849197.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-780	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	equus_caballus	Equus caballus	XP_014588430.1	XM_014732944.3	XP_014588430.1:E11_E12	XP_014588430.1:exon11	XP_014588430.1:exon12	E11 → E12	591	763	mapped	IPR001245:506-839	IPR001245	kinase	start	506	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	ovis_aries	Ovis aries	XP_060260490.1	XM_060404507.1	XP_060260490.1:E10_E11	XP_060260490.1:exon10	XP_060260490.1:exon11	E10 → E11	541	763	mapped	IPR001245:456-789	IPR001245	kinase	start	456	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XM_056803264.1	XP_056659242.1:E10_E11	XP_056659242.1:exon10	XP_056659242.1:exon11	E10 → E11	540	763	mapped	IPR001245:455-788	IPR001245	kinase	start	455	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XM_029080811.2	XP_028936644.1:E10_E11	XP_028936644.1:exon10	XP_028936644.1:exon11	E10 → E11	540	763	mapped	IPR001245:455-788	IPR001245	kinase	start	455	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	gallus_gallus	Gallus gallus	NP_990650.2	NM_205319.4	NP_990650.2:E10_E11	NP_990650.2:exon10	NP_990650.2:exon11	E10 → E11	543	763	mapped	IPR001245:458-791	IPR001245	kinase	start	458	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XM_072931308.1	XP_072787409.1:E11_E12	XP_072787409.1:exon11	XP_072787409.1:exon12	E11 → E12	591	763	mapped	IPR001245:506-839	IPR001245	kinase	start	506	85	85	inside_domain	True	0.5	
CBG24	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	763	example	alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XM_006266126.4	XP_006266188.1:E10_E11	XP_006266188.1:exon10	XP_006266188.1:exon11	E10 → E11	543	763	mapped	IPR001245:458-791	IPR001245	kinase	start	458	85	85	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	pan_troglodytes	Pan troglodytes	XP_054516514.1	XM_054660539.2	XP_054516514.1:E11_E12	XP_054516514.1:exon11	XP_054516514.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-789	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	macaca_mulatta	Macaca mulatta	XP_077803775.1	XM_077947649.1	XP_077803775.1:E11_E12	XP_077803775.1:exon11	XP_077803775.1:exon12	E11 → E12	576	800	mapped	IPR001245:454-787	IPR001245	kinase	start	454	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XM_078346639.1	XP_078202765.1:E11_E12	XP_078202765.1:exon11	XP_078202765.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-789	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XM_063281079.1	XP_063137149.1:E11_E12	XP_063137149.1:exon11	XP_063137149.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-789	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XM_070056995.1	XP_069913096.1:E11_E12	XP_069913096.1:exon11	XP_069913096.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-789	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	felis_catus	Felis catus	XP_044896695.1	XM_045040760.1	XP_044896695.1:E11_E12	XP_044896695.1:exon11	XP_044896695.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-789	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	bos_taurus	Bos taurus	XP_059737724.1	XM_059881741.1	XP_059737724.1:E11_E12	XP_059737724.1:exon11	XP_059737724.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-789	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	sus_scrofa	Sus scrofa	XP_084849197.1	XM_084993071.1	XP_084849197.1:E11_E12	XP_084849197.1:exon11	XP_084849197.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-780	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	equus_caballus	Equus caballus	XP_014588430.1	XM_014732944.3	XP_014588430.1:E12_E13	XP_014588430.1:exon12	XP_014588430.1:exon13	E12 → E13	628	800	mapped	IPR001245:506-839	IPR001245	kinase	start	506	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	ovis_aries	Ovis aries	XP_060260490.1	XM_060404507.1	XP_060260490.1:E11_E12	XP_060260490.1:exon11	XP_060260490.1:exon12	E11 → E12	578	800	mapped	IPR001245:456-789	IPR001245	kinase	start	456	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XM_056803264.1	XP_056659242.1:E11_E12	XP_056659242.1:exon11	XP_056659242.1:exon12	E11 → E12	577	800	mapped	IPR001245:455-788	IPR001245	kinase	start	455	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XM_029080811.2	XP_028936644.1:E11_E12	XP_028936644.1:exon11	XP_028936644.1:exon12	E11 → E12	577	800	mapped	IPR001245:455-788	IPR001245	kinase	start	455	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	gallus_gallus	Gallus gallus	NP_990650.2	NM_205319.4	NP_990650.2:E11_E12	NP_990650.2:exon11	NP_990650.2:exon12	E11 → E12	580	800	mapped	IPR001245:458-791	IPR001245	kinase	start	458	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XM_072931308.1	XP_072787409.1:E12_E13	XP_072787409.1:exon12	XP_072787409.1:exon13	E12 → E13	628	800	mapped	IPR001245:506-839	IPR001245	kinase	start	506	122	122	inside_domain	True	0.5	
CBG25	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	800	example	alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XM_006266126.4	XP_006266188.1:E11_E12	XP_006266188.1:exon11	XP_006266188.1:exon12	E11 → E12	580	800	mapped	IPR001245:458-791	IPR001245	kinase	start	458	122	122	inside_domain	True	0.5	
CBG26	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	863	example	pan_troglodytes	Pan troglodytes	XP_054516514.1	XM_054660539.2	XP_054516514.1:E12_E13	XP_054516514.1:exon12	XP_054516514.1:exon13	E12 → E13	641	863	mapped	IPR001245:456-789	IPR001245	kinase	end	789	-148	148	inside_domain	True	0.5	
CBG26	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	863	example	macaca_mulatta	Macaca mulatta	XP_077803775.1	XM_077947649.1	XP_077803775.1:E12_E13	XP_077803775.1:exon12	XP_077803775.1:exon13	E12 → E13	639	863	mapped	IPR001245:454-787	IPR001245	kinase	end	787	-148	148	inside_domain	True	0.5	
CBG26	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	863	example	callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XM_078346639.1	XP_078202765.1:E12_E13	XP_078202765.1:exon12	XP_078202765.1:exon13	E12 → E13	641	863	mapped	IPR001245:456-789	IPR001245	kinase	end	789	-148	148	inside_domain	True	0.5	
CBG26	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	863	example	rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XM_063281079.1	XP_063137149.1:E12_E13	XP_063137149.1:exon12	XP_063137149.1:exon13	E12 → E13	641	863	mapped	IPR001245:456-789	IPR001245	kinase	end	789	-148	148	inside_domain	True	0.5	
CBG26	msa_aligned_position	supported_comparable	15	alligator_mississippiensis,bos_taurus,callithrix_jacchus,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,ornithorhynchus_anatinus,oryctolagus_cuniculus,ovis_aries,pan_troglodytes,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	863	example	oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XM_070056995.1	XP_069913096.1:E12_E13	XP_069913096.1:exon12	XP_069913096.1:exon13	E12 → E13	641	863	mapped	IPR001245:456-789	IPR001245	kinase	end	789	-148	148	inside_domain	True	0.5	
