species	isoform	transcript_id	protein_id	protein_length	feature_type	feature_label	start_aa	end_aa	track	source	status
meleagris_gallopavo	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	warning	only 2 Ig-like region(s) detected (FGFR2 expects ~3)			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	warning	cassette boundary precision: unknown_codon_phase			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	ig_like_domain	Ig1	77	154	domain	interproscan	representative
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	ig_like_domain	Ig2	171	252	domain	interproscan	representative
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	transmembrane_pytmhmm	TM	280	302	domain	pyTMHMM	receptor_tm
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	kinase_domain	kinase	341	627	domain	interproscan	representative
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	other_domain	FGFR family fingerprint	48	534	domain	interproscan	family_level
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 1 (CDS1)	1	103	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 2 (CDS2)	104	167	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 3 (CDS3)	167	204	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IIIc_slot	exon 4 (CDS4)	204	245	cassette	figure3C	coordinate_mapped
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 5 (CDS5)	245	295	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 6 (CDS6)	296	361	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 7 (CDS7)	361	409	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 8 (CDS8)	410	473	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 9 (CDS9)	473	514	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 10 (CDS10)	515	571	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	coding_exon	exon 11 (CDS11)	571	627	exon	cds_features_native (ENSMGAT00000021846)	native_reconstructed
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	warning	signal peptide not annotated (no signal-peptide predictor)			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	warning	only 2 Ig-like region(s) detected (FGFR2 expects ~3)			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	warning	cassette boundary precision: unknown_codon_phase			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	warning	coding-exon blocks reconstructed from native CDS (display-coordinate sanitation)			warning	qc	architecture_supported_with_minor_flags
meleagris_gallopavo	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	warning	biology unchanged			warning	qc	architecture_supported_with_minor_flags
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	ig_like_domain	Ig1	65	142	domain	interproscan	representative
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	ig_like_domain	Ig2	189	266	domain	interproscan	representative
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	ig_like_domain	Ig3	281	375	domain	interproscan	representative
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	transmembrane_pytmhmm	TM	393	415	domain	pyTMHMM	receptor_tm
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	transmembrane_pytmhmm	sig. anchor	20	39	domain	pyTMHMM	n_terminal_signal_anchor
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	kinase_domain	kinase	456	789	domain	interproscan	representative
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	other_domain	FGFR family fingerprint	27	835	domain	interproscan	family_level
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 1 (CDS1)	1	56	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 2 (CDS2)	56	145	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 3 (CDS3)	145	170	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 4 (CDS4)	170	226	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 5 (CDS5)	227	268	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 6 (CDS6)	268	331	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	IIIb_slot	exon 7 (IIIb cassette)	332	380	cassette	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 8 (CDS8)	380	447	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 9 (CDS9)	448	498	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 10 (CDS10)	498	539	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 11 (CDS11)	539	576	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 12 (CDS12)	576	639	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 13 (CDS13)	640	680	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 14 (CDS14)	681	704	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 15 (CDS15)	704	750	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 16 (CDS16)	750	785	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	coding_exon	exon 17 (CDS17)	786	840	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	warning	signal region supported by N-terminal pyTMHMM anchor (no dedicated signal-peptide predictor)			warning	qc	architecture_supported
monodelphis_domestica	IIIb	XM_056803261.1	XP_056659239.1	840	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	ig_like_domain	Ig1	65	142	domain	interproscan	representative
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	ig_like_domain	Ig2	189	266	domain	interproscan	representative
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	ig_like_domain	Ig3	284	364	domain	interproscan	representative
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	transmembrane_pytmhmm	TM	392	414	domain	pyTMHMM	receptor_tm
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	transmembrane_pytmhmm	sig. anchor	20	39	domain	pyTMHMM	n_terminal_signal_anchor
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	kinase_domain	kinase	455	788	domain	interproscan	representative
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	other_domain	FGFR family fingerprint	27	834	domain	interproscan	family_level
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 1 (CDS1)	1	56	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 2 (CDS2)	56	145	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 3 (CDS3)	145	170	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 4 (CDS4)	170	226	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 5 (CDS5)	227	268	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 6 (CDS6)	268	331	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	IIIc_slot	exon 7 (IIIc cassette)	332	381	cassette	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 8 (CDS8)	381	448	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 9 (CDS9)	449	499	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 10 (CDS10)	499	540	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 11 (CDS11)	540	577	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 12 (CDS12)	577	640	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 13 (CDS13)	641	681	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 14 (CDS14)	682	705	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 15 (CDS15)	705	751	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 16 (CDS16)	751	786	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	coding_exon	exon 17 (CDS17)	787	839	exon	figure3C	coordinate_mapped
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	warning	signal region supported by N-terminal pyTMHMM anchor (no dedicated signal-peptide predictor)			warning	qc	architecture_supported
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	warning	final coding-exon block end clamped to protein length (+1/+2 aa codon-boundary rounding)			warning	qc	architecture_supported
monodelphis_domestica	IIIc	XM_056803264.1	XP_056659242.1	839	warning	coordinates otherwise unchanged			warning	qc	architecture_supported
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	ig_like_domain	Ig1	45	109	domain	interproscan	representative
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	ig_like_domain	Ig2	171	248	domain	interproscan	representative
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	ig_like_domain	Ig3	263	357	domain	interproscan	representative
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	transmembrane_pytmhmm	TM	375	397	domain	pyTMHMM	receptor_tm
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	kinase_domain	kinase	438	771	domain	interproscan	representative
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	other_domain	FGFR family fingerprint	8	817	domain	interproscan	family_level
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 1 (CDS1)	1	55	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 2 (CDS2)	56	91	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 3 (CDS3)	91	137	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 4 (CDS4)	137	160	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 5 (CDS5)	161	201	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 6 (CDS6)	202	265	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 7 (CDS7)	265	302	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 8 (CDS8)	302	343	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	IIIb_slot	exon 9 (CDS9)	343	393	cassette	figure3C	coordinate_mapped
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 10 (CDS10)	394	461	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 11 (CDS11)	461	510	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 12 (CDS12)	511	574	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 13 (CDS13)	574	615	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 14 (CDS14)	616	672	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 15 (CDS15)	672	698	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 16 (CDS16)	698	787	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	coding_exon	exon 17 (CDS17)	787	822	exon	cds_features_native (ENSMUST00000117691)	native_reconstructed
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	warning	signal peptide not annotated (no signal-peptide predictor)			warning	qc	architecture_supported_with_minor_flags
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	warning	cassette boundary precision: unknown_codon_phase			warning	qc	architecture_supported_with_minor_flags
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	warning	coding-exon blocks reconstructed from native CDS (display-coordinate sanitation)			warning	qc	architecture_supported_with_minor_flags
mus_musculus	IIIb	ENSMUST00000117691	ENSMUSP00000113180	822	warning	biology unchanged			warning	qc	architecture_supported_with_minor_flags
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	ig_like_domain	Ig1	64	128	domain	interproscan	representative
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	ig_like_domain	Ig2	190	267	domain	interproscan	representative
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	ig_like_domain	Ig3	285	365	domain	interproscan	representative
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	transmembrane_pytmhmm	TM	393	415	domain	pyTMHMM	receptor_tm
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	transmembrane_pytmhmm	sig. anchor	14	36	domain	pyTMHMM	n_terminal_signal_anchor
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	kinase_domain	kinase	456	789	domain	interproscan	representative
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	other_domain	FGFR family fingerprint	27	835	domain	interproscan	family_level
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 1 (CDS1)	1	55	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 2 (CDS2)	56	91	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 3 (CDS3)	91	137	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 4 (CDS4)	137	160	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 5 (CDS5)	161	201	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 6 (CDS6)	202	265	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 7 (CDS7)	265	302	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	IIIc_slot	exon 8 (IIIc cassette)	302	343	cassette	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 9 (CDS9)	343	393	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 10 (CDS10)	394	461	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 11 (CDS11)	461	510	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 12 (CDS12)	511	574	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 13 (CDS13)	574	615	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 14 (CDS14)	616	672	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 15 (CDS15)	672	698	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 16 (CDS16)	698	787	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	coding_exon	exon 17 (CDS17)	787	823	exon	figure3C	coordinate_mapped
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	warning	signal region supported by N-terminal pyTMHMM anchor (no dedicated signal-peptide predictor)			warning	qc	architecture_supported_with_minor_flags
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
mus_musculus	IIIc	ENSMUST00000122054	ENSMUSP00000112430	840	warning	cassette boundary precision: unknown_codon_phase			warning	qc	architecture_supported_with_minor_flags
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	ig_like_domain	Ig1	104	165	domain	interproscan	representative
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	ig_like_domain	Ig2	223	301	domain	interproscan	representative
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	ig_like_domain	Ig3	316	410	domain	interproscan	representative
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	transmembrane_pytmhmm	TM	424	446	domain	pyTMHMM	receptor_tm
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	kinase_domain	kinase	484	814	domain	interproscan	representative
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	other_domain	FGFR family fingerprint	83	860	domain	interproscan	family_level
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 1 (CDS1)	1	39	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 2 (CDS2)	40	125	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 3 (CDS3)	125	150	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 4 (CDS4)	150	206	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 5 (CDS5)	207	248	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 6 (CDS6)	248	311	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	IIIb_slot	exon 7 (IIIb cassette)	312	360	cassette	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 8 (CDS8)	360	424	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 9 (CDS9)	425	471	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 10 (CDS10)	471	512	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 11 (CDS11)	512	549	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 12 (CDS12)	549	612	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 13 (CDS13)	613	653	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 14 (CDS14)	654	677	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 15 (CDS15)	677	723	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 16 (CDS16)	723	758	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	coding_exon	exon 17 (CDS17)	759	813	exon	figure3C	coordinate_mapped
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	warning	signal peptide not annotated (no signal-peptide predictor)			warning	qc	architecture_supported_with_minor_flags
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
oreochromis_niloticus	IIIb	ENSONIT00000055812	ENSONIP00000060910	865	warning	cassette boundary precision: unknown_codon_phase			warning	qc	architecture_supported_with_minor_flags
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	ig_like_domain	Ig1	49	110	domain	interproscan	representative
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	ig_like_domain	Ig2	168	246	domain	interproscan	representative
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	ig_like_domain	Ig3	261	357	domain	interproscan	representative
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	transmembrane_pytmhmm	TM	371	393	domain	pyTMHMM	receptor_tm
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	kinase_domain	kinase	431	761	domain	interproscan	representative
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	other_domain	FGFR family fingerprint	43	807	domain	interproscan	family_level
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 1 (CDS1)	1	39	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 2 (CDS2)	40	125	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 3 (CDS3)	125	150	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 4 (CDS4)	150	206	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 5 (CDS5)	207	248	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 6 (CDS6)	248	311	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 7 (CDS7)	312	360	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	IIIc_slot	exon 8 (CDS8)	360	424	cassette	figure3C	coordinate_mapped
oreochromis_niloticus	IIIc	ENSONIT00000047381	ENSONIP00000063320	812	coding_exon	exon 9 (CDS9)	425	471	exon	cds_features_native (ENSONIT00000047381)	native_reconstructed
