species	isoform	final_isoform_label	transcript_id	protein_id	protein_length	interpro_accession	interpro_description	member_database	signature_accession	signature_description	domain_class_simplified	domain_start_aa	domain_end_aa	source_file
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	481	770	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	481	757	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	487	517	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	564	577	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	567	762	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	567	762	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	616	634	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	622	634	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	665	675	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	684	706	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
homo_sapiens	IIIc	IIIc	ENST00000358487	ENSP00000351276	821	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	728	750	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	27	834	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			CDD	cd04973	IgI_1_FGFR	fgfr_family	50	143	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	58	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	63	146	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	64	129	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	66	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	72	133	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	106	781	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	150	163	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	150	171	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	159	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	163	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			CDD	cd05857	IgI_2_FGFR	fgfr_family	173	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	173	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	183	268	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	186	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	189	257	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	190	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	270	382	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	271	381	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	275	375	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	275	376	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	282	376	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	282	377	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	288	366	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	455	584	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	457	584	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			CDD	cd05101	PTKc_FGFR2	fgfr_family	474	786	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	489	775	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	499	788	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	499	775	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	499	775	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	505	535	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	582	595	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	585	780	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	585	780	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	634	652	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	640	652	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	683	693	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	702	724	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIb	IIIb	XM_015148329.3	XP_015003815.1	839	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	746	768	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	27	833	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			CDD	cd04973	IgI_1_FGFR	fgfr_family	50	143	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	58	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	63	146	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	64	129	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	66	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	72	133	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	106	780	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	150	163	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	150	171	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	159	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	163	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			CDD	cd05857	IgI_2_FGFR	fgfr_family	173	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	173	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	183	268	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	186	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	189	257	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	190	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	270	381	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	271	383	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			CDD	cd05858	IgI_3_FGFR2	fgfr_family	275	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	275	377	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	275	378	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	282	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	285	365	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	288	368	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	454	583	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	456	583	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			CDD	cd05101	PTKc_FGFR2	fgfr_family	473	785	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	488	774	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	498	787	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	498	774	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	498	774	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	504	534	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	581	594	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	584	779	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	584	779	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	633	651	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	639	651	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	682	692	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	701	723	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
macaca_mulatta	IIIc	IIIc	XM_077947649.1	XP_077803775.1	838	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	745	767	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	23	579	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	36	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	42	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631			CDD	cd05857	IgI_2_FGFR	fgfr_family	48	142	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	48	141	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	58	143	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	61	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	64	132	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631			PIRSF	PIRSF000615	TyrPK_CSF1-R	other_domain	65	582	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
