sequence_id	sequence_md5	sequence_length	member_database	signature_accession	signature_description	domain_start_aa	domain_end_aa	score	status	date	interpro_accession	interpro_description	go_terms	pathways	safe_species	source	predicted_isoform	protein_id	species	cassette_start_aa	cassette_end_aa	protein_length	is_ig_call	overlap_start	overlap_end	overlap_aa	end_signed_offset	end_abs_offset	start_inside	start_distance_nearest_edge
gasterosteus_aculeatus|ncbi|IIIc|XP_077960645.1	97973840d73ce0a6dc02fe8782bb1574	946	ProSiteProfiles	PS50835	Ig-like domain profile.	386	488	10.407894	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	gasterosteus_aculeatus	ncbi	IIIc	XP_077960645.1	gasterosteus_aculeatus	445	491	946	True	445	488	44	-3	3	True	43
anolis_carolinensis|ncbi|IIIc|XP_062832081.1	6825301cc132ae3b5c360bd4bc63dca3	873	SMART	SM00408	igc2_5	321	401	4.9E-7	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	anolis_carolinensis	ncbi	IIIc	XP_062832081.1	anolis_carolinensis	367	413	873	True	367	401	35	-12	12	True	34
anolis_carolinensis|ncbi|IIIc|XP_062832081.1	6825301cc132ae3b5c360bd4bc63dca3	873	Pfam	PF07679	Immunoglobulin I-set domain	315	411	2.2E-6	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	anolis_carolinensis	ncbi	IIIc	XP_062832081.1	anolis_carolinensis	367	413	873	True	367	411	45	-2	2	True	44
anolis_carolinensis|ncbi|IIIc|XP_062832081.1	6825301cc132ae3b5c360bd4bc63dca3	873	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	303	414	6.5E-31	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	anolis_carolinensis	ncbi	IIIc	XP_062832081.1	anolis_carolinensis	367	413	873	True	367	413	47	1	1	True	47
anolis_carolinensis|ncbi|IIIc|XP_062832081.1	6825301cc132ae3b5c360bd4bc63dca3	873	SUPERFAMILY	SSF48726	Immunoglobulin	308	411	2.54E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	anolis_carolinensis	ncbi	IIIc	XP_062832081.1	anolis_carolinensis	367	413	873	True	367	411	45	-2	2	True	44
anolis_carolinensis|ncbi|IIIc|XP_062832081.1	6825301cc132ae3b5c360bd4bc63dca3	873	ProSiteProfiles	PS50835	Ig-like domain profile.	308	410	9.808954	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	anolis_carolinensis	ncbi	IIIc	XP_062832081.1	anolis_carolinensis	367	413	873	True	367	410	44	-3	3	True	43
anolis_carolinensis|ncbi|IIIc|XP_062832081.1	6825301cc132ae3b5c360bd4bc63dca3	873	SMART	SM00409	IG_3c	315	412	4.7E-13	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	anolis_carolinensis	ncbi	IIIc	XP_062832081.1	anolis_carolinensis	367	413	873	True	367	412	46	-1	1	True	45
anolis_carolinensis|ensembl|IIIc|ENSACAP00000016963	6825301cc132ae3b5c360bd4bc63dca3	873	SMART	SM00408	igc2_5	321	401	4.9E-7	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	anolis_carolinensis	ensembl	IIIc	ENSACAP00000016963	anolis_carolinensis	367	413	873	True	367	401	35	-12	12	True	34
anolis_carolinensis|ensembl|IIIc|ENSACAP00000016963	6825301cc132ae3b5c360bd4bc63dca3	873	Pfam	PF07679	Immunoglobulin I-set domain	315	411	2.2E-6	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	anolis_carolinensis	ensembl	IIIc	ENSACAP00000016963	anolis_carolinensis	367	413	873	True	367	411	45	-2	2	True	44
anolis_carolinensis|ensembl|IIIc|ENSACAP00000016963	6825301cc132ae3b5c360bd4bc63dca3	873	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	303	414	6.5E-31	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	anolis_carolinensis	ensembl	IIIc	ENSACAP00000016963	anolis_carolinensis	367	413	873	True	367	413	47	1	1	True	47
anolis_carolinensis|ensembl|IIIc|ENSACAP00000016963	6825301cc132ae3b5c360bd4bc63dca3	873	SUPERFAMILY	SSF48726	Immunoglobulin	308	411	2.54E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	anolis_carolinensis	ensembl	IIIc	ENSACAP00000016963	anolis_carolinensis	367	413	873	True	367	411	45	-2	2	True	44
anolis_carolinensis|ensembl|IIIc|ENSACAP00000016963	6825301cc132ae3b5c360bd4bc63dca3	873	ProSiteProfiles	PS50835	Ig-like domain profile.	308	410	9.808954	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	anolis_carolinensis	ensembl	IIIc	ENSACAP00000016963	anolis_carolinensis	367	413	873	True	367	410	44	-3	3	True	43
anolis_carolinensis|ensembl|IIIc|ENSACAP00000016963	6825301cc132ae3b5c360bd4bc63dca3	873	SMART	SM00409	IG_3c	315	412	4.7E-13	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	anolis_carolinensis	ensembl	IIIc	ENSACAP00000016963	anolis_carolinensis	367	413	873	True	367	412	46	-1	1	True	45
gasterosteus_aculeatus|ensembl|IIIc|ENSGACP00000042484	90cde2d48e50ad9903c0cd59da5ea020	762	SMART	SM00409	IG_3c	256	353	6.9E-15	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	gasterosteus_aculeatus	ensembl	IIIc	ENSGACP00000042484	gasterosteus_aculeatus	308	354	762	True	308	353	46	-1	1	True	45
gasterosteus_aculeatus|ensembl|IIIc|ENSGACP00000042484	90cde2d48e50ad9903c0cd59da5ea020	762	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	244	358	9.9E-33	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	gasterosteus_aculeatus	ensembl	IIIc	ENSGACP00000042484	gasterosteus_aculeatus	308	354	762	True	308	354	47	4	4	True	50
gasterosteus_aculeatus|ensembl|IIIc|ENSGACP00000042484	90cde2d48e50ad9903c0cd59da5ea020	762	Pfam	PF07679	Immunoglobulin I-set domain	256	352	2.3E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	gasterosteus_aculeatus	ensembl	IIIc	ENSGACP00000042484	gasterosteus_aculeatus	308	354	762	True	308	352	45	-2	2	True	44
gasterosteus_aculeatus|ensembl|IIIc|ENSGACP00000042484	90cde2d48e50ad9903c0cd59da5ea020	762	SUPERFAMILY	SSF48726	Immunoglobulin	249	352	3.54E-22	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	gasterosteus_aculeatus	ensembl	IIIc	ENSGACP00000042484	gasterosteus_aculeatus	308	354	762	True	308	352	45	-2	2	True	44
gasterosteus_aculeatus|ensembl|IIIc|ENSGACP00000042484	90cde2d48e50ad9903c0cd59da5ea020	762	ProSiteProfiles	PS50835	Ig-like domain profile.	249	351	10.407894	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	gasterosteus_aculeatus	ensembl	IIIc	ENSGACP00000042484	gasterosteus_aculeatus	308	354	762	True	308	351	44	-3	3	True	43
gasterosteus_aculeatus|ensembl|IIIc|ENSGACP00000042484	90cde2d48e50ad9903c0cd59da5ea020	762	SMART	SM00408	igc2_5	262	342	1.3E-6	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	gasterosteus_aculeatus	ensembl	IIIc	ENSGACP00000042484	gasterosteus_aculeatus	308	354	762	True	308	342	35	-12	12	True	34
gallus_gallus|ensembl|IIIb|ENSGALP00010001717	1283e35fadd67394035c5ab48a3eb6a7	841	ProSiteProfiles	PS50835	Ig-like domain profile.	277	377	10.843487	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	gallus_gallus	ensembl	IIIb	ENSGALP00010001717	gallus_gallus	335	380	841	True	335	377	43	-3	3	True	42
gallus_gallus|ensembl|IIIb|ENSGALP00010001717	1283e35fadd67394035c5ab48a3eb6a7	841	SUPERFAMILY	SSF48726	Immunoglobulin	277	378	8.61E-19	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	gallus_gallus	ensembl	IIIb	ENSGALP00010001717	gallus_gallus	335	380	841	True	335	378	44	-2	2	True	43
gallus_gallus|ensembl|IIIb|ENSGALP00010001717	1283e35fadd67394035c5ab48a3eb6a7	841	Pfam	PF07679	Immunoglobulin I-set domain	284	378	1.7E-6	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	gallus_gallus	ensembl	IIIb	ENSGALP00010001717	gallus_gallus	335	380	841	True	335	378	44	-2	2	True	43
gallus_gallus|ensembl|IIIb|ENSGALP00010001717	1283e35fadd67394035c5ab48a3eb6a7	841	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	272	382	9.6E-29	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	gallus_gallus	ensembl	IIIb	ENSGALP00010001717	gallus_gallus	335	380	841	True	335	380	46	2	2	True	47
gallus_gallus|ensembl|IIIb|ENSGALP00010001717	1283e35fadd67394035c5ab48a3eb6a7	841	SMART	SM00409	IG_3c	284	379	1.9E-13	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	gallus_gallus	ensembl	IIIb	ENSGALP00010001717	gallus_gallus	335	380	841	True	335	379	45	-1	1	True	44
gallus_gallus|ensembl|IIIb|ENSGALP00010001717	1283e35fadd67394035c5ab48a3eb6a7	841	SMART	SM00408	igc2_5	290	368	1.1E-5	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	gallus_gallus	ensembl	IIIb	ENSGALP00010001717	gallus_gallus	335	380	841	True	335	368	34	-12	12	True	33
danio_rerio|ncbi|IIIb|XP_068081039.1	ab0460f24b3523b1e5eb4658be97a062	838	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	274	386	5.9E-28	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	danio_rerio	ncbi	IIIb	XP_068081039.1	danio_rerio	338	382	838	True	338	382	45	4	4	True	48
danio_rerio|ncbi|IIIb|XP_068081039.1	ab0460f24b3523b1e5eb4658be97a062	838	Pfam	PF07679	Immunoglobulin I-set domain	286	380	6.1E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	danio_rerio	ncbi	IIIb	XP_068081039.1	danio_rerio	338	382	838	True	338	380	43	-2	2	True	42
danio_rerio|ncbi|IIIb|XP_068081039.1	ab0460f24b3523b1e5eb4658be97a062	838	SMART	SM00408	igc2_5	292	370	0.016	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	danio_rerio	ncbi	IIIb	XP_068081039.1	danio_rerio	338	382	838	True	338	370	33	-12	12	True	32
danio_rerio|ncbi|IIIb|XP_068081039.1	ab0460f24b3523b1e5eb4658be97a062	838	SUPERFAMILY	SSF48726	Immunoglobulin	279	380	9.26E-19	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	danio_rerio	ncbi	IIIb	XP_068081039.1	danio_rerio	338	382	838	True	338	380	43	-2	2	True	42
danio_rerio|ncbi|IIIb|XP_068081039.1	ab0460f24b3523b1e5eb4658be97a062	838	ProSiteProfiles	PS50835	Ig-like domain profile.	279	367	9.790804	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	danio_rerio	ncbi	IIIb	XP_068081039.1	danio_rerio	338	382	838	True	338	367	30	-15	15	True	29
danio_rerio|ncbi|IIIb|XP_068081039.1	ab0460f24b3523b1e5eb4658be97a062	838	SMART	SM00409	IG_3c	286	381	1.7E-12	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	danio_rerio	ncbi	IIIb	XP_068081039.1	danio_rerio	338	382	838	True	338	381	44	-1	1	True	43
takifugu_rubripes|ensembl|IIIb|ENSTRUP00000045146	fab4e354750af012d6d72742f6e75634	836	Pfam	PF07679	Immunoglobulin I-set domain	285	379	2.3E-8	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	takifugu_rubripes	ensembl	IIIb	ENSTRUP00000045146	takifugu_rubripes	337	381	836	True	337	379	43	-2	2	True	42
takifugu_rubripes|ensembl|IIIb|ENSTRUP00000045146	fab4e354750af012d6d72742f6e75634	836	ProSiteProfiles	PS50835	Ig-like domain profile.	278	378	11.496876	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	takifugu_rubripes	ensembl	IIIb	ENSTRUP00000045146	takifugu_rubripes	337	381	836	True	337	378	42	-3	3	True	41
takifugu_rubripes|ensembl|IIIb|ENSTRUP00000045146	fab4e354750af012d6d72742f6e75634	836	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	273	385	1.4E-31	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	takifugu_rubripes	ensembl	IIIb	ENSTRUP00000045146	takifugu_rubripes	337	381	836	True	337	381	45	4	4	True	48
takifugu_rubripes|ensembl|IIIb|ENSTRUP00000045146	fab4e354750af012d6d72742f6e75634	836	SMART	SM00408	igc2_5	291	369	4.0E-8	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	takifugu_rubripes	ensembl	IIIb	ENSTRUP00000045146	takifugu_rubripes	337	381	836	True	337	369	33	-12	12	True	32
takifugu_rubripes|ensembl|IIIb|ENSTRUP00000045146	fab4e354750af012d6d72742f6e75634	836	SMART	SM00409	IG_3c	285	380	1.6E-14	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	takifugu_rubripes	ensembl	IIIb	ENSTRUP00000045146	takifugu_rubripes	337	381	836	True	337	380	44	-1	1	True	43
takifugu_rubripes|ensembl|IIIb|ENSTRUP00000045146	fab4e354750af012d6d72742f6e75634	836	SUPERFAMILY	SSF48726	Immunoglobulin	278	379	6.05E-21	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	takifugu_rubripes	ensembl	IIIb	ENSTRUP00000045146	takifugu_rubripes	337	381	836	True	337	379	43	-2	2	True	42
takifugu_rubripes|ncbi|IIIb|XP_011601191.1	fab4e354750af012d6d72742f6e75634	836	Pfam	PF07679	Immunoglobulin I-set domain	285	379	2.3E-8	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	takifugu_rubripes	ncbi	IIIb	XP_011601191.1	takifugu_rubripes	337	381	836	True	337	379	43	-2	2	True	42
takifugu_rubripes|ncbi|IIIb|XP_011601191.1	fab4e354750af012d6d72742f6e75634	836	ProSiteProfiles	PS50835	Ig-like domain profile.	278	378	11.496876	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	takifugu_rubripes	ncbi	IIIb	XP_011601191.1	takifugu_rubripes	337	381	836	True	337	378	42	-3	3	True	41
takifugu_rubripes|ncbi|IIIb|XP_011601191.1	fab4e354750af012d6d72742f6e75634	836	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	273	385	1.4E-31	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	takifugu_rubripes	ncbi	IIIb	XP_011601191.1	takifugu_rubripes	337	381	836	True	337	381	45	4	4	True	48
takifugu_rubripes|ncbi|IIIb|XP_011601191.1	fab4e354750af012d6d72742f6e75634	836	SMART	SM00408	igc2_5	291	369	4.0E-8	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	takifugu_rubripes	ncbi	IIIb	XP_011601191.1	takifugu_rubripes	337	381	836	True	337	369	33	-12	12	True	32
takifugu_rubripes|ncbi|IIIb|XP_011601191.1	fab4e354750af012d6d72742f6e75634	836	SMART	SM00409	IG_3c	285	380	1.6E-14	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	takifugu_rubripes	ncbi	IIIb	XP_011601191.1	takifugu_rubripes	337	381	836	True	337	380	44	-1	1	True	43
takifugu_rubripes|ncbi|IIIb|XP_011601191.1	fab4e354750af012d6d72742f6e75634	836	SUPERFAMILY	SSF48726	Immunoglobulin	278	379	6.05E-21	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	takifugu_rubripes	ncbi	IIIb	XP_011601191.1	takifugu_rubripes	337	381	836	True	337	379	43	-2	2	True	42
