species	assembly_accession	annotation_source	annotation_release_or_date	seqid	fgfr2_gene_id	fgfr2_transcript_id	fgfr2_protein_id	fgfr2_start	fgfr2_end	fgfr2_strand	neighbor_rank	neighbor_side	neighbor_gene_id	neighbor_symbol_raw	neighbor_start	neighbor_end	neighbor_strand	neighbor_biotype	neighbor_protein_id	neighbor_protein_sequence_available	distance_to_fgfr2	source_file	extraction_status	extraction_warning
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	6	downstream	GeneID:100026005	INPP5F	93492171	93592240	-	protein_coding	XP_007478969.1	true	2256452	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	7	downstream	GeneID:100026066	BAG3	93702254	93736775	-	protein_coding	XP_007478974.2	true	2466535	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	8	downstream	GeneID:100020244	TIAL1	93793229	93811564	+	protein_coding	XP_056659453.1	true	2557510	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	9	downstream	GeneID:100026154	RGS10	93840788	93953488	+	protein_coding	XP_056659479.1	true	2605069	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	10	downstream	GeneID:100026176	LOC100026176	93927776	93928409	-	protein_coding	XP_056659475.1	true	2692057	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	1	upstream	GeneID:103095209	LOC103095209	90789691	90791832	-	protein_coding	XP_056650348.1	true	319612	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	2	upstream	GeneID:100025687	ATE1	90650408	90906777	+	protein_coding	XP_007478948.1	true	204667	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	3	upstream	GeneID:103101299	LOC103101299	90635358	90638736	+	protein_coding	XP_007478947.2	true	472708	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	4	upstream	GeneID:103098792	NSMCE4A	90575439	90623587	+	protein_coding	XP_007478929.2	true	487857	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	5	upstream	GeneID:100025600	TACC2	90270100	90575401	-	protein_coding	XP_056659021.1	true	536043	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	6	upstream	GeneID:100619928	BTBD16	90124907	90255528	-	protein_coding	XP_056659132.1	true	855916	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	7	upstream	GeneID:100019790	PLEKHA1	89965060	90048677	-	protein_coding	XP_007478927.1	true	1062767	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	8	upstream	GeneID:100025560	HTRA1	89843979	89929379	-	protein_coding	XP_007478924.2	true	1182065	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	9	upstream	GeneID:100025519	DMBT1	89630562	89722229	-	protein_coding	XP_016283058.2	true	1389215	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
monodelphis_domestica	GCF_027887165.1	NCBI RefSeq (datasets genomic.gff)	mMonDom1.pri	NC_077227.1	GeneID:100025727	XM_056803261.1;XM_056803264.1	XP_056659239.1	91111444	91235719	+	10	upstream	GeneID:103097651	LOC103097651	89584176	89593185	-	protein_coding	XP_007478922.2	true	1518259	external:NCBI/GCF_027887165.1/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	1	downstream	GeneID:100084482	WDR11	23498716	23598099	-	protein_coding	XP_028936299.1	true	497778	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	2	downstream	GeneID:100084434	PLPP4	23737864	23846530	-	protein_coding	XP_028937403.1	true	736926	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	3	downstream	GeneID:100080688	LOC100080688	24153223	24195690	-	protein_coding	XP_028936399.1	true	1152285	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	4	downstream	GeneID:100084400	LOC100084400	24200561	24245071	+	protein_coding	XP_028936204.1	true	1199623	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	5	downstream	GeneID:100080657	INPP5F	24245344	24310102	-	protein_coding	XP_028936201.1	true	1244406	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	6	downstream	GeneID:100084356	BAG3	24347326	24376789	-	protein_coding	XP_028936967.1	true	1346388	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	7	downstream	GeneID:100084291	TIAL1	24407237	24434686	+	protein_coding	XP_028937220.1	true	1406299	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	8	downstream	GeneID:100084347	RGS10	24458603	24498800	+	protein_coding	XP_028937161.1	true	1457665	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	9	downstream	GeneID:100084269	GRK5	24537106	24800755	-	protein_coding	XP_028936407.1	true	1536168	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	10	downstream	GeneID:100088874	PRDX3	24814669	24822268	+	protein_coding	XP_028936549.1	true	1813731	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	1	upstream	GeneID:103170315	ATE1	22463892	22689753	+	protein_coding	XP_028936418.1	true	187760	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	2	upstream	GeneID:100084702	NSMCE4A	22429803	22458527	+	protein_coding	XP_028936850.1	true	418986	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	3	upstream	GeneID:100084468	LOC100084468	22117838	22416178	-	protein_coding	XP_028936339.1	true	461335	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	4	upstream	GeneID:100084486	LOC100084486	21331641	21345891	+	protein_coding	XP_028936697.1	true	1531622	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	5	upstream	GeneID:103165880	LOC103165880	21002275	21651407	-	protein_coding	XP_028936695.1	true	1226106	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	6	upstream	GeneID:100078928	CPXM2	20329968	20501916	-	protein_coding	XP_028936071.1	true	2375597	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	7	upstream	GeneID:100075090	GPR26	20153232	20276027	+	protein_coding	XP_028936847.1	true	2601486	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	8	upstream	GeneID:100078883	LOC100078883	19759628	19761270	+	protein_coding	XP_039770297.1	true	3116243	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	9	upstream	GeneID:100081535	BUB3	19377462	19390714	+	protein_coding	XP_028937035.1	true	3486799	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
ornithorhynchus_anatinus	GCF_004115215.2	NCBI RefSeq (datasets genomic.gff)	mOrnAna1.pri.v4	NC_041743.1	GeneID:100084641	XM_029080810.2;XM_029080811.2	XP_028936648.1	22877513	23000938	+	10	upstream	GeneID:114817354	HMX2	19365987	19372719	+	protein_coding	XP_039770296.1	true	3504794	external:NCBI/GCF_004115215.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	1	downstream	GeneID:423935	WDR11	31434333	31469810	+	protein_coding	XP_004942384.2	true	190042	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	2	downstream	GeneID:428987	PLPP4	31294961	31357691	+	protein_coding	XP_046799244.1	true	302161	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	3	downstream	GeneID:423934	SEC23IP	31153898	31173869	+	protein_coding	XP_421794.5	true	485983	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	4	downstream	GeneID:423933	MCMBP	31140045	31154173	-	protein_coding	NP_001012930.1	true	505679	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	5	downstream	GeneID:423932	INPP5F	31100829	31146497	+	protein_coding	XP_015144391.2	true	513355	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	6	downstream	GeneID:423931	BAG3	31061818	31079755	+	protein_coding	XP_015144392.1	true	580097	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	7	downstream	GeneID:112529920	TIAL1	31027637	31048687	-	protein_coding	XP_025007769.1	true	611165	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	8	downstream	GeneID:423930	RGS10	31003281	31020306	-	protein_coding	XP_040558833.1	true	639546	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	9	downstream	GeneID:423929	GRK5	30821603	30985661	+	protein_coding	XP_025007768.1	true	674191	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	10	downstream	GeneID:428986	PRDX3	30808936	30816003	-	protein_coding	XP_040558831.1	true	843849	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	1	upstream	GeneID:423936	ATE1	31797742	31869210	-	protein_coding	XP_046798915.1	true	36979	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	2	upstream	GeneID:423937	NSMCE4A	31869428	31877568	-	protein_coding	XP_421797.2	true	108665	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	3	upstream	GeneID:423939	TACC2	31881626	31997288	+	protein_coding	XP_040558835.1	true	120863	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	4	upstream	GeneID:121111178	LOC121111178	31997704	32000858	+	protein_coding	XP_040558846.1	true	236941	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	5	upstream	GeneID:423940	PLEKHA1	32028715	32056062	+	protein_coding	XP_046799251.1	true	267952	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	6	upstream	GeneID:100857572	HTRA1	32058952	32086561	+	protein_coding	XP_015144381.1	true	298189	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	7	upstream	GeneID:101750892	LOC101750892	32099812	32117827	+	protein_coding	XP_040558847.1	true	339049	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	8	upstream	GeneID:107053714	LOC107053714	32119381	32154434	+	protein_coding	XP_046799295.1	true	358618	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	9	upstream	GeneID:107049019	LOC107049019	32152540	32171721	+	protein_coding	XP_046799247.1	true	391777	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
gallus_gallus	GCF_016699485.2	NCBI RefSeq (datasets genomic.gff)	bGalGal1.mat.broiler.GRCg7b	NC_052537.1	GeneID:396259	NM_205319.4;XM_046942740.1	XP_046798706.1	31659852	31760763	-	10	upstream	GeneID:423943	CUZD1	32174529	32182400	+	protein_coding	XP_040558854.1	true	413766	external:NCBI/GCF_016699485.2/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	1	downstream	GeneID:104912074	LOC104912074	31535355	31536573	-	protein_coding	XP_010713187.1	true	6631	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	2	downstream	GeneID:100541056	ATE1	31398150	31438036	-	protein_coding	XP_019473444.1	true	105168	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	3	downstream	GeneID:104909303	NSMCE4A	31384522	31393843	-	protein_coding	XP_010713186.1	true	149361	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	4	downstream	GeneID:104912084	LOC104912084	31292044	31304832	+	protein_coding	XP_010713232.1	true	238372	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	5	downstream	GeneID:100541207	LOC100541207	31261902	31283316	+	protein_coding	XP_019473439.1	true	259888	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	6	downstream	GeneID:100538895	PLEKHA1	31213125	31229340	+	protein_coding	XP_010713181.1	true	313864	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	7	downstream	GeneID:100541363	HTRA1	31162707	31177711	+	protein_coding	XP_010713179.1	true	365493	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	8	downstream	GeneID:100541669	C8H10orf88	31156765	31160700	-	protein_coding	XP_010713178.1	true	382504	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	9	downstream	GeneID:104909313	LOC104909313	31147801	31155529	+	protein_coding	XP_010713177.1	true	387675	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	10	downstream	GeneID:104909332	LOC104909332	31131819	31144996	+	protein_coding	XP_031410396.1	true	398208	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	1	upstream	GeneID:104912075	LOC104912075	31629895	31636156	-	protein_coding	XP_031410400.1	true	43913	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	2	upstream	GeneID:104912087	LOC104912087	31765325	31780423	+	protein_coding	XP_019473446.1	true	179343	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	3	upstream	GeneID:100540753	LOC100540753	31808328	31916489	+	protein_coding	XP_031410456.1	true	222346	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	4	upstream	GeneID:100540597	PLPP4	31918895	31945192	+	protein_coding	XP_031410457.1	true	332913	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
meleagris_gallopavo	GCF_000146605.3	NCBI RefSeq (datasets genomic.gff)	Turkey_5.1	NC_015018.2	GeneID:100540905	ENSMGAT00000021846;ENSMGAT00000037037	XP_010713192.1	31543204	31585982	-	5	upstream	GeneID:100538585	SEC23IP	32027201	32047257	+	protein_coding	XP_003208243.3	true	441219	external:NCBI/GCF_000146605.3/genomic.gff	neighborhood_extracted	
